"Model","Duration","Dose","Dataset","Platform","Gene","Value","Value.adj","High Quality"
"Hepg2","","","E-MTAB-4570","MicroArray","G6PC","-2.002","-9.041","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","SOCS3","3.053","9.021","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","PSG9","-2.015","-9.018","False"
"Bt483","4d","","GSE54329","MicroArray","S100A8","4.936","8.996","False"
"Mda-Mb415","6d","","GSE54329","MicroArray","ADRA2A","-2.810","-8.992","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","RGS2","-1.891","-8.989","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","OLFML3","-2.807","-8.983","True"
"Bt474","4d","","GSE54329","MicroArray","TNFAIP3","1.541","8.983","True"
"Huh7","","","E-MTAB-4570","MicroArray","PRG4","2.277","8.956","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","STC2","-2.458","-8.949","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","PALLD","1.235","8.949","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","ANO1","-1.999","-8.946","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","C3","3.129","8.927","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","DUSP6","-1.715","-8.914","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","DEFB1","2.440","8.884","True"
"Hmec1","","","GSE19082","MicroArray","SGK1","0.754","8.883","True"
"Bt474","5d","","GSE54329","MicroArray","PMP22","1.511","8.880","True"
"Bt474","4d","","GSE54329","MicroArray","FHL2","1.523","8.878","True"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","DDIT4","-1.687","-8.865","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","KRT6A","2.735","8.860","True"
"Bt474","5d","","GSE54329","MicroArray","MT1X","1.506","8.854","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","CLEC3A","2.708","8.851","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","CCN2","-2.733","-8.851","True"
"Bt474","4d","","GSE54329","MicroArray","AKR1B10","1.516","8.837","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","RPS15A","-1.249","-8.824","False"
"Prostate Fibroblast","","","GSE68164","MicroArray","CPE","1.970","8.816","False"
"Hmec1","","","GSE19082","MicroArray","CXCL2","0.748","8.816","True"
"Hepg2","","","E-MTAB-4570","MicroArray","SPTLC3","-1.951","-8.810","True"
"Efm19","5d","","GSE54329","MicroArray","IFITM1","1.922","8.796","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","CASP4","2.688","8.787","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","CRCT1","2.413","8.787","True"
"T Cd4","3d","","GSE65621","RNASeq","IFIT3","-1.686","-8.781","True"
"Mcf7","5d","","GSE54329","MicroArray","BPIFB1","1.481","8.779","True"
"Zr751","5d","","GSE54329","MicroArray","ADM","2.017","8.779","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","RARRES1","2.734","8.751","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","KRT7","-1.953","-8.742","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","NEURL1B","-3.158","-8.738","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","NUSAP1","-3.059","-8.726","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","C2CD4A","2.667","8.719","True"
"Huh7","","","E-MTAB-4570","MicroArray","SOCS3","2.215","8.712","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","TCIM","-1.831","-8.704","True"
"Bt474","6d","","GSE54329","MicroArray","CATSPERB","1.653","8.690","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","EFEMP1","1.613","8.676","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","APCDD1","-1.824","-8.670","True"
"Hcc1428","4d","","GSE54329","MicroArray","S100A7","1.436","8.664","True"
"Hepg2","","","E-MTAB-4570","MicroArray","GSTA1","-1.918","-8.661","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","TPX2","-3.033","-8.650","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HMOX1","1.820","8.650","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","EPPK1","1.192","8.638","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","MMP1","-1.928","-8.632","False"
"T47D","6d","","GSE54329","MicroArray","S100A8","1.389","8.627","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","FEN1","-1.660","-8.627","False"
"Mda-Mb134Vi","6d","","GSE54329","MicroArray","AKR1C1","1.469","8.624","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","TYMS","-3.022","-8.620","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","DLK1","1.602","8.616","False"
"Huh7","","","E-MTAB-4570","MicroArray","SPINK1","2.190","8.613","True"
"Bt474","5d","","GSE54329","MicroArray","ADM","1.464","8.608","True"
"Hepg2","","","E-MTAB-4570","MicroArray","LY96","1.903","8.592","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","RPS15A","-1.172","-8.585","False"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","IL17RA","1.596","8.583","False"
"T Cd4","3d","","GSE65621","RNASeq","GNA15","1.644","8.561","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","CEBPD","2.675","8.560","True"
"Hmec1","","","GSE19082","MicroArray","BHLHE40","0.726","8.553","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","HSPA6","5.443","8.549","False"
"Hepg2","","","E-MTAB-4570","MicroArray","UGT2B10","-1.892","-8.544","True"
"T47D","4d","","GSE54329","MicroArray","IFITM1","2.726","8.520","True"
"Bt474","4d","","GSE54329","MicroArray","MUC1","1.460","8.514","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","IFITM3","2.656","8.501","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","TNF","3.931","8.490","True"
"T47D","6d","","GSE54329","MicroArray","SPINK13","-1.366","-8.481","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","CAVIN3","2.647","8.471","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","PIGR","2.647","8.471","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","RNF183","3.060","8.466","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","CARD9","-1.889","-8.456","False"
"Hmec1","","","GSE19082","MicroArray","SNAI1","0.717","8.448","True"
"Hep3B","","","E-MTAB-4570","MicroArray","UNC5CL","1.746","8.440","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","TIMP3","-1.886","-8.439","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","CLEC3A","2.605","8.436","True"
"Zr751","4d","","GSE54329","MicroArray","PLAC8","1.440","8.424","True"
"Bt474","4d","","GSE54329","MicroArray","SLC7A2","1.444","8.418","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","ERP27","1.769","8.408","True"
"Hep3B","","","E-MTAB-4570","MicroArray","C4BPA","1.739","8.406","True"
"Hep3B","","","E-MTAB-4570","MicroArray","FABP1","1.737","8.395","True"
"Hepg2","","","E-MTAB-4570","MicroArray","MTTP","-1.859","-8.393","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","SPINK7","2.304","8.391","True"
"Efm19","6d","","GSE54329","MicroArray","ERP27","1.315","8.388","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","HCAR3","3.880","8.381","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","PLSCR1","1.763","8.380","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","TMEM155","1.557","8.373","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","RDH10","3.025","8.368","True"
"T Cd4","3d","","GSE65621","RNASeq","MIAT","1.607","8.368","True"
"Bt474","4d","","GSE54329","MicroArray","SCIN","1.435","8.363","True"
"Huh7","","","E-MTAB-4570","MicroArray","SCN3A","2.126","8.359","True"
"T47D","5d","","GSE54329","MicroArray","CEBPD","1.964","8.356","True"
"Huh7","","","E-MTAB-4570","MicroArray","IFITM4P","2.123","8.350","True"
"Bt474","6d","","GSE54329","MicroArray","PMP22","1.588","8.347","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","IFIT1","2.291","8.342","True"
"Efm19","6d","","GSE54329","MicroArray","TUBB3","1.307","8.338","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","ISL1","1.862","8.334","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","IFITM3","3.012","8.333","True"
"Bt474","5d","","GSE54329","MicroArray","DUSP2","-1.417","-8.329","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","LCN2","3.008","8.322","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","CMAHP","3.006","8.316","True"
"Multiple Myeloma","24h","10ng/mL","GSE115558","MicroArray","SPP1","4.425","8.313","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","TRNP1","3.002","8.304","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","SERPINA3","1.597","8.302","False"
"T47D","6d","","GSE54329","MicroArray","CD74","1.335","8.294","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","TRNP1","2.560","8.292","True"
"Hmec1","","","GSE19082","MicroArray","CSRNP1","0.703","8.290","True"
"Bt483","4d","","GSE54329","MicroArray","S100A9","4.548","8.289","False"
"Bt474","4d","","GSE54329","MicroArray","DDX60L","-1.422","-8.287","True"
"Bt474","4d","","GSE54329","MicroArray","SCGB2A1","-1.421","-8.283","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","CCNB2","-2.903","-8.281","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","MYBL1","-2.903","-8.280","True"
"Hep3B","","","E-MTAB-4570","MicroArray","CREB3L3","1.711","8.268","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","FOSB","-5.256","-8.255","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","PROS1","1.732","8.232","True"
"Hepg2","1h","20ng/mL","GSE14632","MicroArray","FOXQ1","0.756","8.226","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","RPS15A","-1.170","-8.225","False"
"Mda-Mb415","6d","","GSE54329","MicroArray","CAMP","2.568","8.219","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","SECTM1","1.729","8.218","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","RGS22","1.132","8.207","True"
"Bt474","5d","","GSE54329","MicroArray","CEBPD","1.396","8.206","True"
"Zr751","5d","","GSE54329","MicroArray","STC1","1.884","8.202","True"
"Macrophage","","","GSE123603","RNASeq","FPR1","1.378","8.194","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","S100A9","2.872","8.194","True"
"Bt474","4d","","GSE54329","MicroArray","EDN2","1.405","8.189","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","CMAHP","2.505","8.188","True"
"Mcf7","6d","","GSE54329","MicroArray","POLB","1.363","8.183","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","TMPRSS11E","2.246","8.179","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","APOA1","-1.115","-8.168","False"
"Zr751","4d","","GSE54329","MicroArray","GBE1","1.396","8.166","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","MYBL1","-2.552","-8.166","True"
"Hepg2","","","E-MTAB-4570","MicroArray","IFITM4P","1.805","8.152","True"
"Hcc1428","4d","","GSE54329","MicroArray","SAT1","1.349","8.144","True"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","MT2A","1.550","8.142","False"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPSM3","3.770","8.141","True"
"Zr751","5d","","GSE54329","MicroArray","IFITM2","1.870","8.138","True"
"Bt474","4d","","GSE54329","MicroArray","GDF15","1.396","8.135","True"
"Hcc1428","5d","","GSE54329","MicroArray","TRIM9","1.459","8.125","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","SLC6A14","2.230","8.120","True"
"Ovarian Cancer","","","GSE20272","MicroArray","XAF1","-1.509","-8.113","True"
"Zr751","4d","","GSE54329","MicroArray","S100A4","1.385","8.101","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","SOX9","1.704","8.100","True"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","IFITM1","1.634","8.100","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","OLFML3","-2.839","-8.098","True"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","MT1HL1","1.541","8.098","False"
"Hep3B","","","E-MTAB-4570","MicroArray","SPINK1","1.674","8.092","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","BIRC3","3.742","8.083","True"
"Hep3B","","","E-MTAB-4570","MicroArray","CER1","-1.671","-8.079","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","MYADM","1.114","8.073","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","C2CD4A","2.917","8.070","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","SPP1","3.735","8.068","False"
"Hepg2","","","E-MTAB-4570","MicroArray","SLCO4C1","-1.785","-8.061","True"
"Hcc1428","4d","","GSE54329","MicroArray","IL13RA1","1.334","8.052","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","S100A9","2.516","8.052","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","ANLN","-2.821","-8.046","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","GINS2","-1.547","-8.044","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","GINS2","-2.819","-8.043","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","TRNP1","2.460","8.042","True"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","C4orf48","-0.453","-8.040","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","SERPINA3","2.898","8.018","True"
"Efm19","6d","","GSE54329","MicroArray","MELK","-1.255","-8.006","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","IFI27","2.197","8.000","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","BPIFA1","2.804","7.998","True"
"Bt483","5d","","GSE54329","MicroArray","CEBPD","2.540","7.991","True"
"T Cd4","3d","","GSE65621","RNASeq","CCR4","-1.533","-7.982","True"
"Hepg2","","","E-MTAB-4570","MicroArray","GSTA2","-1.766","-7.973","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","TRIM16L","1.481","7.966","False"
"T47D","4d","","GSE54329","MicroArray","TFF3","-2.548","-7.962","True"
"Hepg2","1h","20ng/mL","GSE14632","MicroArray","RPL15","-0.732","-7.961","True"
"Mcf7","6d","","GSE54329","MicroArray","S100A9","1.325","7.957","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","TCN1","2.184","7.953","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","TAF4B","1.477","7.945","False"
"Huh7","","","E-MTAB-4570","MicroArray","OSMR","2.019","7.941","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","SERPINA3","1.774","7.940","False"
"Mda-Mb134Vi","6d","","GSE54329","MicroArray","IFITM1","1.352","7.939","True"
"Hmec1","","","GSE19082","MicroArray","PLEKHF1","0.673","7.935","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","KIF23","-2.782","-7.934","True"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","AKR1C1","1.438","7.933","True"
"Mcf7","6d","","GSE54329","MicroArray","SULF1","1.320","7.927","True"
"Bt474","4d","","GSE54329","MicroArray","C2CD4B","1.359","7.925","True"
"Bt474","6d","","GSE54329","MicroArray","LCN2","1.506","7.916","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","C15orf48","2.169","7.897","True"
"Huh7","","","E-MTAB-4570","MicroArray","AOX1","2.006","7.890","True"
"Zr751","4d","","GSE54329","MicroArray","PLK2","1.348","7.885","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","PNMA2","-1.761","-7.883","False"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","ADM","1.499","7.875","False"
"Bt483","5d","","GSE54329","MicroArray","SEL1L3","2.503","7.875","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","AFP","-1.074","-7.870","False"
"Hepg2","","","E-MTAB-4570","MicroArray","ACSM2B","-1.739","-7.854","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","PCLAF","-2.752","-7.851","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","RRM2","-2.748","-7.839","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","PPP1R14A","1.748","7.825","False"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","RPS19","-1.067","-7.818","False"
"Hep3B","","","E-MTAB-4570","MicroArray","GPX2","1.616","7.812","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","CXCL17","2.439","7.806","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","DUSP1","-4.964","-7.796","False"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","AFP","-1.109","-7.795","False"
"Mda-Mb415","4d","","GSE54329","MicroArray","ORC6","-1.499","-7.789","False"
"Hepg2","","","E-MTAB-4570","MicroArray","NRP1","1.724","7.785","True"
"Huh7","","","E-MTAB-4570","MicroArray","SAA2","1.979","7.783","True"
"Huh7","","","E-MTAB-4570","MicroArray","SNCAIP","1.979","7.781","True"
"Efm19","6d","","GSE54329","MicroArray","S100A4","-1.218","-7.771","True"
"Zr751","5d","","GSE54329","MicroArray","CLEC3A","1.785","7.768","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","RPL27","-1.099","-7.765","False"
"Efm19","5d","","GSE54329","MicroArray","ERP27","1.696","7.764","True"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","IRF1","1.477","7.760","False"
"Hepg2","","","E-MTAB-4570","MicroArray","HPR","1.717","7.751","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","MAD2L1","-2.715","-7.743","True"
"Bt483","6d","","GSE54329","MicroArray","NAMPT","2.311","7.738","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","HSPA1A","4.927","7.738","False"
"Mda-Mb415","4d","","GSE54329","MicroArray","BPIFA4P","-1.488","-7.737","False"
"Hepg2","1h","20ng/mL","GSE14632","MicroArray","GADD45B","0.711","7.735","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","NLRC5","1.626","7.728","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","NSG1","-1.726","-7.727","False"
"Dendritic","12h","","GSE45466","MicroArray","XPNPEP3","0.635","7.726","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","CENPK","-2.708","-7.724","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","SPINK6","2.121","7.724","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","P3H2","1.436","7.723","False"
"Zr751","4d","","GSE54329","MicroArray","C4orf3","1.319","7.718","True"
"Bt474","5d","","GSE54329","MicroArray","SH3BGR","1.312","7.711","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","MVP","1.621","7.707","True"
"Macrophage","","","GSE123603","RNASeq","SELL","1.294","7.698","True"
"Bt474","5d","","GSE54329","MicroArray","ARRDC3","1.310","7.698","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","DDIT3","1.431","7.695","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","DLGAP5","-2.698","-7.695","True"
"Huh7","","","E-MTAB-4570","MicroArray","IFITM3","1.956","7.693","True"
"Bt474","5d","","GSE54329","MicroArray","ASS1","1.309","7.693","True"
"Bt474","4d","","GSE54329","MicroArray","CATSPERB","1.319","7.690","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","CCK","1.061","7.689","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","UBE2L6","2.402","7.687","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","SLC34A2","2.694","7.686","True"
"Zr751","5d","","GSE54329","MicroArray","SERPINB2","1.764","7.679","True"
"Dendritic","12h","","GSE45466","MicroArray","TELO2","-0.631","-7.675","False"
"Mcf7","6d","","GSE54329","MicroArray","DSG2","-1.278","-7.674","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","LRG1","2.369","7.674","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","MYEOV","-2.689","-7.672","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","CCN2","3.552","7.671","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","PCTP","1.426","7.671","False"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","APOA2","-1.090","-7.663","False"
"Mda-Mb415","6d","","GSE54329","MicroArray","PLAAT4","2.391","7.653","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","APOBEC3B","-2.361","-7.648","True"
"Hep3B","","","E-MTAB-4570","MicroArray","CDH10","1.582","7.648","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","RPL27","-1.043","-7.640","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","PIGR","2.678","7.639","True"
"Zr751","4d","","GSE54329","MicroArray","FAM83D","1.305","7.638","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","KRT24","2.097","7.638","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","CXCL2","3.536","7.637","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","OAZ3","1.606","7.635","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","HIF1A","1.419","7.631","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","GADD45G","1.604","7.627","True"
"Bt474","4d","","GSE54329","MicroArray","CAMSAP2","1.308","7.623","True"
"Myeloma.Cma03","","","GSE39685","MicroArray","PARP9","1.709","7.603","False"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","PLLP","-2.322","-7.591","True"
